run_key,experiment,dataset_name,seed,setting_id,model_name,label_noise,missing_rate,imbalance_level,corruption_order,noise_type,imputation_strategy,train_rows_after_corruption,test_rows,fit_eval_seconds,accuracy,balanced_accuracy,macro_f1,weighted_f1,mcc,minority_recall,auroc,auprc
lgbm__adult__seed0__setting10__LightGBM,lightgbm_full,adult,0,10,LightGBM,0.0,0.2,0.8,noise_then_imbalance,symmetric,mean,14264,5000,0.3597,0.8506,0.7412097822784677,0.7682087826343882,0.8402354557154967,0.5554116993935696,0.531328320802005,0.9027477098390644,0.9667199556066178
lgbm__adult__seed0__setting11__LightGBM,lightgbm_full,adult,0,11,LightGBM,0.0,0.2,0.9,noise_then_imbalance,symmetric,mean,12679,5000,0.3094,0.8386,0.6746429356764687,0.7098049047502024,0.8105674439939649,0.5097615189962827,0.3600668337510442,0.896860215223834,0.963660725844656
lgbm__adult__seed0__setting12__LightGBM,lightgbm_full,adult,0,12,LightGBM,0.0,0.3,natural,noise_then_imbalance,symmetric,mean,15000,5000,0.3584,0.848,0.7518087444046175,0.7723743440487512,0.8407575707694156,0.5543759396885621,0.5672514619883041,0.8941496523322505,0.9634531391627604
lgbm__adult__seed0__setting13__LightGBM,lightgbm_full,adult,0,13,LightGBM,0.0,0.3,0.7,noise_then_imbalance,symmetric,mean,15000,5000,0.335,0.8414,0.7411728769728687,0.7615833654579454,0.8334817925635778,0.5334409450620966,0.5488721804511278,0.8916857838346415,0.962875432187579
lgbm__adult__seed0__setting14__LightGBM,lightgbm_full,adult,0,14,LightGBM,0.0,0.3,0.8,noise_then_imbalance,symmetric,mean,14264,5000,0.3298,0.8428,0.7214842259474613,0.7502234641984423,0.8294791975423516,0.5267784628881277,0.4887218045112781,0.8898589712074911,0.9624860055721672
lgbm__adult__seed0__setting15__LightGBM,lightgbm_full,adult,0,15,LightGBM,0.0,0.3,0.9,noise_then_imbalance,symmetric,mean,12679,5000,0.289,0.8232,0.644196607743392,0.6717947864973108,0.7879791170002578,0.4500386879668743,0.3007518796992481,0.8876770548511694,0.961399087012402
lgbm__adult__seed0__setting16__LightGBM,lightgbm_full,adult,0,16,LightGBM,0.1,0.0,natural,noise_then_imbalance,symmetric,mean,15000,5000,0.3079,0.86,0.7722916283609365,0.7923425915312325,0.8541208699018029,0.5925981548175059,0.6040100250626567,0.9090083214873892,0.9667020799522564
lgbm__adult__seed0__setting17__LightGBM,lightgbm_full,adult,0,17,LightGBM,0.1,0.0,0.7,noise_then_imbalance,symmetric,mean,15000,5000,0.322,0.8628,0.7835780616410867,0.7999859581978817,0.8584061555341844,0.6048116142835422,0.631578947368421,0.9103941376800756,0.966834917259663
lgbm__adult__seed0__setting18__LightGBM,lightgbm_full,adult,0,18,LightGBM,0.1,0.0,0.8,noise_then_imbalance,symmetric,mean,13264,5000,0.2184,0.8556,0.72760874928139,0.7631330580690134,0.8402677733930053,0.5670249456149054,0.4820384294068504,0.9026981732532752,0.9635152095374862
lgbm__adult__seed0__setting19__LightGBM,lightgbm_full,adult,0,19,LightGBM,0.1,0.0,0.9,noise_then_imbalance,symmetric,mean,11828,5000,0.2878,0.8232,0.6344645907871616,0.660018411310649,0.7827814656190926,0.4564663500003728,0.2723475355054302,0.895252967197554,0.9608316428732028
lgbm__adult__seed0__setting20__LightGBM,lightgbm_full,adult,0,20,LightGBM,0.1,0.1,natural,noise_then_imbalance,symmetric,mean,15000,5000,0.3312,0.8526,0.758267502396099,0.7793391900365028,0.8456070382714468,0.5683566227944153,0.5772765246449457,0.8941675557989548,0.9597877631492798
lgbm__adult__seed0__setting21__LightGBM,lightgbm_full,adult,0,21,LightGBM,0.1,0.1,0.7,noise_then_imbalance,symmetric,mean,15000,5000,0.3259,0.8536,0.7623597076660448,0.7822589338683497,0.8472186887038077,0.5728396022532136,0.5873015873015873,0.9019363423019816,0.965258175155984
lgbm__adult__seed0__setting22__LightGBM,lightgbm_full,adult,0,22,LightGBM,0.1,0.1,0.8,noise_then_imbalance,symmetric,mean,13291,5000,0.3202,0.8446,0.7026309968101074,0.7375842390054381,0.8249262600363898,0.5283831222555555,0.4302422723475355,0.8968515380835294,0.9612177791544012
lgbm__adult__seed0__setting23__LightGBM,lightgbm_full,adult,0,23,LightGBM,0.1,0.1,0.9,noise_then_imbalance,symmetric,mean,11843,5000,0.3059,0.816,0.6191407610093689,0.6388189820411376,0.770667563651873,0.4274788506884964,0.2414369256474519,0.8779053866588638,0.9502129499112528
lgbm__adult__seed0__setting24__LightGBM,lightgbm_full,adult,0,24,LightGBM,0.1,0.2,natural,noise_then_imbalance,symmetric,mean,15000,5000,0.314,0.8442,0.741582350125467,0.7638121531047848,0.8356293382295469,0.539953587164846,0.5446950710108605,0.8875227335584117,0.9584321822043506
lgbm__adult__seed0__setting25__LightGBM,lightgbm_full,adult,0,25,LightGBM,0.1,0.2,0.7,noise_then_imbalance,symmetric,mean,15000,5000,0.3356,0.843,0.7402210276326279,0.7621612122809649,0.8344308111817558,0.536436373889833,0.5430242272347535,0.892450250879192,0.9619877409110652
lgbm__adult__seed0__setting26__LightGBM,lightgbm_full,adult,0,26,LightGBM,0.1,0.2,0.8,noise_then_imbalance,symmetric,mean,13256,5000,0.3343,0.8338,0.6860855574821003,0.717883823132508,0.812135790969227,0.4894150163392158,0.402673350041771,0.8818784185461461,0.9576875646267592
lgbm__adult__seed0__setting27__LightGBM,lightgbm_full,adult,0,27,LightGBM,0.1,0.2,0.9,noise_then_imbalance,symmetric,mean,11846,5000,0.3241,0.8112,0.6091156983527273,0.6244228285989921,0.7624663080859536,0.4070789192045986,0.2213868003341687,0.8572142513352361,0.9446518526168396
lgbm__adult__seed0__setting28__LightGBM,lightgbm_full,adult,0,28,LightGBM,0.1,0.3,natural,noise_then_imbalance,symmetric,mean,15000,5000,0.3367,0.8358,0.7300494421257808,0.7510780201527962,0.826767248634734,0.5141767245685569,0.5271512113617377,0.8802679852405139,0.955650340022516
lgbm__adult__seed0__setting29__LightGBM,lightgbm_full,adult,0,29,LightGBM,0.1,0.3,0.7,noise_then_imbalance,symmetric,mean,15000,5000,0.343,0.8324,0.7186548191848716,0.741592569312397,0.8214320309763287,0.4993665512999624,0.5004177109440268,0.8731565744934692,0.9506867310403234
lgbm__adult__seed0__setting30__LightGBM,lightgbm_full,adult,0,30,LightGBM,0.1,0.3,0.8,noise_then_imbalance,symmetric,mean,13341,5000,0.3306,0.8368,0.6860540342002346,0.7194187787509789,0.8140061203016743,0.5000026621046898,0.3968253968253968,0.8759892763726302,0.9523865691883726
lgbm__adult__seed0__setting31__LightGBM,lightgbm_full,adult,0,31,LightGBM,0.1,0.3,0.9,noise_then_imbalance,symmetric,mean,11799,5000,0.3042,0.8012,0.5870852079800694,0.5911128837779919,0.7438715402720077,0.3631643401515556,0.1762740183792815,0.8532306750749254,0.9416142109757464
lgbm__adult__seed0__setting32__LightGBM,lightgbm_full,adult,0,32,LightGBM,0.2,0.0,natural,noise_then_imbalance,symmetric,mean,15000,5000,0.3182,0.8548,0.7642935017445446,0.7841906256688307,0.8485290975244346,0.5765916761599559,0.5906432748538012,0.8944307257757858,0.9593340641294026
lgbm__adult__seed0__setting33__LightGBM,lightgbm_full,adult,0,33,LightGBM,0.2,0.0,0.7,noise_then_imbalance,symmetric,mean,13996,5000,0.3109,0.8526,0.737944761105147,0.7676760244998715,0.8408853794960127,0.5596452912070118,0.5179615705931495,0.8904718628897601,0.9568044810739508
lgbm__adult__seed0__setting34__LightGBM,lightgbm_full,adult,0,34,LightGBM,0.2,0.0,0.8,noise_then_imbalance,symmetric,mean,12339,5000,0.3082,0.8236,0.6398797853605,0.6667951129949906,0.7859302545504001,0.4543505155175082,0.2873851294903926,0.8731921617524397,0.9447571527766854
lgbm__adult__seed0__setting35__LightGBM,lightgbm_full,adult,0,35,LightGBM,0.2,0.0,0.9,noise_then_imbalance,symmetric,mean,10959,5000,0.2636,0.7854,0.5532273360234665,0.5350324250966704,0.7128623243057401,0.2812784840641489,0.1077694235588972,0.8533656650171313,0.9378839637193476
lgbm__adult__seed0__setting36__LightGBM,lightgbm_full,adult,0,36,LightGBM,0.2,0.1,natural,noise_then_imbalance,symmetric,mean,15000,5000,0.3165,0.8492,0.7603259617182143,0.7778228811080143,0.8434575924109482,0.5620687337752363,0.5898078529657477,0.8878180858404228,0.9568731585174376
lgbm__adult__seed0__setting37__LightGBM,lightgbm_full,adult,0,37,LightGBM,0.2,0.1,0.7,noise_then_imbalance,symmetric,mean,14216,5000,0.3553,0.8478,0.7262022836915234,0.7567527327280217,0.8343170277626003,0.542437794271175,0.4928989139515455,0.883283016903289,0.9537759710801814
lgbm__adult__seed0__setting38__LightGBM,lightgbm_full,adult,0,38,LightGBM,0.2,0.1,0.8,noise_then_imbalance,symmetric,mean,12214,5000,0.3869,0.82,0.634364638917831,0.65928821218985,0.7812494582682573,0.4386060817750264,0.2781954887218045,0.8623431002785252,0.9462125831230028
lgbm__adult__seed0__setting39__LightGBM,lightgbm_full,adult,0,39,LightGBM,0.2,0.1,0.9,noise_then_imbalance,symmetric,mean,10881,5000,0.3002,0.7774,0.5362326624695668,0.5043852332982944,0.6961061931540328,0.2300881706353102,0.073517126148705,0.8439519563216922,0.9380113190412408
lgbm__adult__seed0__setting40__LightGBM,lightgbm_full,adult,0,40,LightGBM,0.2,0.2,natural,noise_then_imbalance,symmetric,mean,15000,5000,0.3614,0.8396,0.7494353817755011,0.7649317575202492,0.8339826588340288,0.535226244432589,0.5764411027568922,0.875969176161545,0.9512923958626216
lgbm__adult__seed0__setting41__LightGBM,lightgbm_full,adult,0,41,LightGBM,0.2,0.2,0.7,noise_then_imbalance,symmetric,mean,14030,5000,0.3393,0.84,0.712773914802784,0.7423662475051391,0.825028222489417,0.5157290023773111,0.4686716791979949,0.8662872449771988,0.9436780946834816
lgbm__adult__seed0__setting42__LightGBM,lightgbm_full,adult,0,42,LightGBM,0.2,0.2,0.8,noise_then_imbalance,symmetric,mean,12314,5000,0.3248,0.8118,0.6178109617983956,0.6367400986970589,0.7681737209371812,0.4038233893656648,0.2456140350877192,0.8551360213136927,0.9436365888966364
lgbm__adult__seed0__setting43__LightGBM,lightgbm_full,adult,0,43,LightGBM,0.2,0.2,0.9,noise_then_imbalance,symmetric,mean,10941,5000,0.3218,0.7722,0.5268033568890234,0.4873743313250469,0.6865306749169244,0.1869664165778747,0.0559732664995822,0.8262171995858698,0.9282900571796228
lgbm__adult__seed0__setting44__LightGBM,lightgbm_full,adult,0,44,LightGBM,0.2,0.3,natural,noise_then_imbalance,symmetric,mean,15000,5000,0.3464,0.8318,0.718832865316943,0.7413286822938592,0.8210609291461429,0.4981204282900701,0.5020885547201337,0.8590212932629585,0.9428903695902372
lgbm__adult__seed0__setting45__LightGBM,lightgbm_full,adult,0,45,LightGBM,0.2,0.3,0.7,noise_then_imbalance,symmetric,mean,14036,5000,0.3327,0.8228,0.6811443105089395,0.7081310345391014,0.8034811698266259,0.4541065653125226,0.4093567251461988,0.8558437025159972,0.9456144547627512
lgbm__adult__seed0__setting46__LightGBM,lightgbm_full,adult,0,46,LightGBM,0.2,0.3,0.8,noise_then_imbalance,symmetric,mean,12406,5000,0.3183,0.8042,0.6045140680608524,0.6179637130305748,0.7569874208055166,0.3687600688753213,0.2213868003341687,0.8375810681054463,0.9329890446087206
lgbm__adult__seed0__setting47__LightGBM,lightgbm_full,adult,0,47,LightGBM,0.2,0.3,0.9,noise_then_imbalance,symmetric,mean,10970,5000,0.2888,0.7734,0.5275922077962019,0.488011932711121,0.6872407844000626,0.2004260677606145,0.0559732664995822,0.8115656834258492,0.9227135269774736
lgbm__adult__seed0__setting48__LightGBM,lightgbm_full,adult,0,48,LightGBM,0.3,0.0,natural,noise_then_imbalance,symmetric,mean,15000,5000,0.328,0.8364,0.7384584697786187,0.7565114436049547,0.8292033353526809,0.5210791492255666,0.5505430242272348,0.8621643951231395,0.9378315829852196
lgbm__adult__seed0__setting49__LightGBM,lightgbm_full,adult,0,49,LightGBM,0.3,0.0,0.7,noise_then_imbalance,symmetric,mean,13039,5000,0.3166,0.8222,0.6547024279077921,0.6830440548797988,0.7925038776939383,0.4440696090375285,0.3333333333333333,0.8487817185175226,0.9367232573243232
lgbm__adult__seed0__setting50__LightGBM,lightgbm_full,adult,0,50,LightGBM,0.3,0.0,0.8,noise_then_imbalance,symmetric,mean,11341,5000,0.3213,0.7836,0.5526165312483593,0.5349702380952381,0.71219375,0.2658267210442017,0.1094402673350041,0.8312860774075604,0.9257285850558732
lgbm__adult__seed0__setting51__LightGBM,lightgbm_full,adult,0,51,LightGBM,0.3,0.0,0.9,noise_then_imbalance,symmetric,mean,10159,5000,0.2883,0.765,0.5100483481470791,0.4534565963137392,0.6685247049247048,0.1149186013528485,0.0208855472013366,0.7984993380110808,0.907021810245136
lgbm__adult__seed0__setting52__LightGBM,lightgbm_full,adult,0,52,LightGBM,0.3,0.1,natural,noise_then_imbalance,symmetric,mean,15000,5000,0.306,0.824,0.7303070104044405,0.7434222204287695,0.8183635814432688,0.4911958066764095,0.5505430242272348,0.8464303233322152,0.9319853487900712
lgbm__adult__seed0__setting53__LightGBM,lightgbm_full,adult,0,53,LightGBM,0.3,0.1,0.7,noise_then_imbalance,symmetric,mean,12907,5000,0.3142,0.8134,0.6317433736853308,0.6548197704140808,0.7767613692045515,0.4079921606921086,0.2832080200501253,0.8397099330849693,0.9294790903528388
lgbm__adult__seed0__setting54__LightGBM,lightgbm_full,adult,0,54,LightGBM,0.3,0.1,0.8,noise_then_imbalance,symmetric,mean,11376,5000,0.3314,0.7786,0.5427462292333516,0.5178433249524311,0.7026493883666178,0.2327608899295241,0.0902255639097744,0.8024957652260196,0.9103761308983536
lgbm__adult__seed0__setting55__LightGBM,lightgbm_full,adult,0,55,LightGBM,0.3,0.1,0.9,noise_then_imbalance,symmetric,mean,10130,5000,0.3156,0.7668,0.5135215108504894,0.4602939259645464,0.6722776916058395,0.138411382318367,0.0275689223057644,0.7670522831752885,0.8922152864704738
lgbm__adult__seed0__setting56__LightGBM,lightgbm_full,adult,0,56,LightGBM,0.3,0.2,natural,noise_then_imbalance,symmetric,mean,15000,5000,0.334,0.825,0.7260983776823072,0.7415634343035643,0.8180983481384505,0.489516107066423,0.5363408521303258,0.8480301024276002,0.9371612139653008
lgbm__adult__seed0__setting57__LightGBM,lightgbm_full,adult,0,57,LightGBM,0.3,0.2,0.7,noise_then_imbalance,symmetric,mean,12981,5000,0.3444,0.8056,0.6186012405894217,0.6372908041128535,0.7660675993218682,0.37438093500338,0.2598162071846282,0.8252489844999913,0.9288735935052256
lgbm__adult__seed0__setting58__LightGBM,lightgbm_full,adult,0,58,LightGBM,0.3,0.2,0.8,noise_then_imbalance,symmetric,mean,11374,5000,0.3383,0.7776,0.5420888534773695,0.5172109100609078,0.7020077424087494,0.2248804978033363,0.0902255639097744,0.800847438079817,0.9148993842623436
lgbm__adult__seed0__setting59__LightGBM,lightgbm_full,adult,0,59,LightGBM,0.3,0.2,0.9,noise_then_imbalance,symmetric,mean,10094,5000,0.3307,0.7644,0.5079365079365079,0.4485712659380692,0.666079109744991,0.1100866401189538,0.0158730158730158,0.7877506677553732,0.9137811850283356
lgbm__adult__seed0__setting60__LightGBM,lightgbm_full,adult,0,60,LightGBM,0.3,0.3,natural,noise_then_imbalance,symmetric,mean,15000,5000,0.3107,0.8162,0.7025668518741854,0.720969926752025,0.8059304097661376,0.453556242352138,0.4845446950710108,0.8230095134408905,0.9203216789648718
lgbm__adult__seed0__setting61__LightGBM,lightgbm_full,adult,0,61,LightGBM,0.3,0.3,0.7,noise_then_imbalance,symmetric,mean,12939,5000,0.3238,0.8092,0.6201090859324664,0.6395947140558061,0.7684551732892081,0.3901323194849783,0.2573099415204678,0.8168765326410953,0.9184475513260788
lgbm__adult__seed0__setting62__LightGBM,lightgbm_full,adult,0,62,LightGBM,0.3,0.3,0.8,noise_then_imbalance,symmetric,mean,11364,5000,0.3268,0.7786,0.5398838713050484,0.5115684160282862,0.6997978744622289,0.2362939622063851,0.0818713450292397,0.8051977608145177,0.9141919730226332
lgbm__adult__seed0__setting63__LightGBM,lightgbm_full,adult,0,63,LightGBM,0.3,0.3,0.9,noise_then_imbalance,symmetric,mean,10066,5000,0.3142,0.7612,0.5015393686249106,0.435471456037316,0.6589702937326174,0.0415652230839638,0.0033416875522138,0.7685670482631332,0.9009439251074404
lgbm__adult__seed1__setting0__LightGBM,lightgbm_full,adult,1,0,LightGBM,0.0,0.0,natural,noise_then_imbalance,symmetric,mean,15000,5000,0.3247,0.8678,0.79961640448885,0.8111199648826009,0.8650891257391824,0.6243588261043511,0.6688963210702341,0.9268381460810482,0.9752743798496416
lgbm__adult__seed1__setting1__LightGBM,lightgbm_full,adult,1,1,LightGBM,0.0,0.0,0.7,noise_then_imbalance,symmetric,mean,15000,5000,0.3535,0.8678,0.79961640448885,0.8111199648826009,0.8650891257391824,0.6243588261043511,0.6688963210702341,0.9268381460810482,0.9752743798496416
lgbm__adult__seed1__setting2__LightGBM,lightgbm_full,adult,1,2,LightGBM,0.0,0.0,0.8,noise_then_imbalance,symmetric,mean,14262,5000,0.3135,0.869,0.780914914418549,0.8038903249306775,0.8628302876452881,0.6177594973222525,0.6120401337792643,0.9258835533094892,0.9748264234924334
lgbm__adult__seed1__setting3__LightGBM,lightgbm_full,adult,1,3,LightGBM,0.0,0.0,0.9,noise_then_imbalance,symmetric,mean,12678,5000,0.2456,0.8516,0.7084296058716577,0.746439213756527,0.8316129188878866,0.5536742053454642,0.4339464882943143,0.9165344567767076,0.9715145391741574
lgbm__adult__seed1__setting4__LightGBM,lightgbm_full,adult,1,4,LightGBM,0.0,0.1,natural,noise_then_imbalance,symmetric,mean,15000,5000,0.3742,0.864,0.7870873468871,0.8025081465389552,0.859988703465982,0.6091752731807469,0.6396321070234113,0.9171012118910212,0.97140252546903
lgbm__adult__seed1__setting5__LightGBM,lightgbm_full,adult,1,5,LightGBM,0.0,0.1,0.7,noise_then_imbalance,symmetric,mean,15000,5000,0.3878,0.864,0.7868007272752849,0.8023799958337052,0.8599390828199863,0.6090153750220919,0.6387959866220736,0.9178216074260854,0.9717030287357356
lgbm__adult__seed1__setting6__LightGBM,lightgbm_full,adult,1,6,LightGBM,0.0,0.1,0.8,noise_then_imbalance,symmetric,mean,14262,5000,0.3406,0.8632,0.76363201558648,0.7904550947718914,0.8548538431883568,0.596575341410444,0.572742474916388,0.9166499618426652,0.9708493666761336
lgbm__adult__seed1__setting7__LightGBM,lightgbm_full,adult,1,7,LightGBM,0.0,0.1,0.9,noise_then_imbalance,symmetric,mean,12678,5000,0.3266,0.85,0.6996393516418205,0.7383704624019518,0.8275100319229896,0.5496751069393975,0.411371237458194,0.9107892062219314,0.9686905316227415
lgbm__adult__seed1__setting8__LightGBM,lightgbm_full,adult,1,8,LightGBM,0.0,0.2,natural,noise_then_imbalance,symmetric,mean,15000,5000,0.3737,0.86,0.7758599467555715,0.7940098051332756,0.8548233840069214,0.5942759075598066,0.6145484949832776,0.9117276436702784,0.9700307372249954
lgbm__adult__seed1__setting9__LightGBM,lightgbm_full,adult,1,9,LightGBM,0.0,0.2,0.7,noise_then_imbalance,symmetric,mean,15000,5000,0.3733,0.8558,0.7719532159423806,0.7887428476561678,0.8508248687114445,0.5829306386334261,0.6112040133779264,0.9057152258316366,0.9673353224600012
lgbm__adult__seed1__setting10__LightGBM,lightgbm_full,adult,1,10,LightGBM,0.0,0.2,0.8,noise_then_imbalance,symmetric,mean,14262,5000,0.3617,0.856,0.7508748052569202,0.7778167832758249,0.8465631855740882,0.5730596639096448,0.5493311036789298,0.905860953441018,0.9674925359776608
lgbm__adult__seed1__setting11__LightGBM,lightgbm_full,adult,1,11,LightGBM,0.0,0.2,0.9,noise_then_imbalance,symmetric,mean,12678,5000,0.2844,0.8404,0.682438658127864,0.7180125126116961,0.8149118954619379,0.5143093862221184,0.3795986622073579,0.8946195959894355,0.962668773113246
lgbm__adult__seed1__setting12__LightGBM,lightgbm_full,adult,1,12,LightGBM,0.0,0.3,natural,noise_then_imbalance,symmetric,mean,15000,5000,0.3546,0.8492,0.7607368058266426,0.7779711581589769,0.8435660803063598,0.5621345995757963,0.5911371237458194,0.9011185418271208,0.9662629224901264
lgbm__adult__seed1__setting13__LightGBM,lightgbm_full,adult,1,13,LightGBM,0.0,0.3,0.7,noise_then_imbalance,symmetric,mean,15000,5000,0.2942,0.8492,0.7564375116494166,0.7757148034654859,0.8426782529979852,0.5595203941719351,0.5785953177257525,0.8968719997256893,0.9644349566031486
lgbm__adult__seed1__setting14__LightGBM,lightgbm_full,adult,1,14,LightGBM,0.0,0.3,0.8,noise_then_imbalance,symmetric,mean,14262,5000,0.3265,0.8504,0.7371627823554856,0.7655456992806391,0.8391161834149785,0.5530628519946846,0.520066889632107,0.8956007845992073,0.9636210922877818
lgbm__adult__seed1__setting15__LightGBM,lightgbm_full,adult,1,15,LightGBM,0.0,0.3,0.9,noise_then_imbalance,symmetric,mean,12678,5000,0.2768,0.8236,0.6464617424362316,0.674503769556345,0.789410084271786,0.4504874037365107,0.3068561872909699,0.8908452948665198,0.961698233088087
lgbm__adult__seed1__setting16__LightGBM,lightgbm_full,adult,1,16,LightGBM,0.1,0.0,natural,noise_then_imbalance,symmetric,mean,15000,5000,0.3031,0.8668,0.7915070916373892,0.8068244232403794,0.8629681074432115,0.6176471578156185,0.6471571906354515,0.916036499161242,0.9692125572704572
lgbm__adult__seed1__setting17__LightGBM,lightgbm_full,adult,1,17,LightGBM,0.1,0.0,0.7,noise_then_imbalance,symmetric,mean,15000,5000,0.3131,0.8636,0.7859646068739472,0.8016699737180726,0.8594772423448681,0.6076884608709563,0.637123745819398,0.9164214794143816,0.9690803292951348
lgbm__adult__seed1__setting18__LightGBM,lightgbm_full,adult,1,18,LightGBM,0.1,0.0,0.8,noise_then_imbalance,symmetric,mean,13307,5000,0.2825,0.865,0.7458980865063707,0.7818418892143342,0.8520966196740092,0.5986009115014929,0.5175585284280937,0.914750337613285,0.9676985975104908
lgbm__adult__seed1__setting19__LightGBM,lightgbm_full,adult,1,19,LightGBM,0.1,0.0,0.9,noise_then_imbalance,symmetric,mean,11867,5000,0.2454,0.8288,0.6464397624046506,0.6759452329272351,0.792032953522975,0.4772912774468854,0.2968227424749164,0.8910887237162783,0.9559354512171152
lgbm__adult__seed1__setting20__LightGBM,lightgbm_full,adult,1,20,LightGBM,0.1,0.1,natural,noise_then_imbalance,symmetric,mean,15000,5000,0.3469,0.861,0.7773770085352859,0.7955492573613593,0.8558870222258256,0.5973117382177313,0.617056856187291,0.906116361407988,0.9646443433105222
lgbm__adult__seed1__setting21__LightGBM,lightgbm_full,adult,1,21,LightGBM,0.1,0.1,0.7,noise_then_imbalance,symmetric,mean,15000,5000,0.3571,0.8586,0.7755131018572248,0.7927080011017262,0.8536680341370926,0.5910132341617897,0.6162207357859532,0.9081573172404334,0.9676521525394072
lgbm__adult__seed1__setting22__LightGBM,lightgbm_full,adult,1,22,LightGBM,0.1,0.1,0.8,noise_then_imbalance,symmetric,mean,13327,5000,0.343,0.8486,0.7139101069460416,0.7486484625287984,0.8313232515313018,0.5423278988907125,0.4556856187290969,0.8958908111159174,0.9600852682791858
lgbm__adult__seed1__setting23__LightGBM,lightgbm_full,adult,1,23,LightGBM,0.1,0.1,0.9,noise_then_imbalance,symmetric,mean,11758,5000,0.2791,0.8174,0.6231835701901537,0.6444934132378193,0.7738138543837233,0.4312974759638112,0.2508361204013378,0.8906729714189253,0.9588836858643264
lgbm__adult__seed1__setting24__LightGBM,lightgbm_full,adult,1,24,LightGBM,0.1,0.2,natural,noise_then_imbalance,symmetric,mean,15000,5000,0.3619,0.853,0.7606546005085301,0.7808435038347019,0.8464357457305185,0.5703548695180888,0.5836120401337793,0.8949738041983619,0.9596154150748972
lgbm__adult__seed1__setting25__LightGBM,lightgbm_full,adult,1,25,LightGBM,0.1,0.2,0.7,noise_then_imbalance,symmetric,mean,15000,5000,0.3342,0.8528,0.7633893560378268,0.7821053549030085,0.8468425860873322,0.5714517151079711,0.5919732441471572,0.8998563385135874,0.9634260919169176
lgbm__adult__seed1__setting26__LightGBM,lightgbm_full,adult,1,26,LightGBM,0.1,0.2,0.8,noise_then_imbalance,symmetric,mean,13290,5000,0.2376,0.846,0.7070422262782707,0.7418363975006008,0.8273712448930546,0.5330339487807106,0.4406354515050167,0.8911735666381805,0.955108206389296
